index,thickness,intensity
0,2.5015779,159.30655
1,2.6181068,158.31845
2,2.5499897,143.79529
3,2.5662065,192.22969
4,1.4934785,86.23325
5,2.6093187,153.66275
6,3.521581,237.43956
7,2.5152473,151.43741
8,2.1525123,121.15535
9,3.4463823,219.62378
10,2.553195,126.25479
11,2.3803537,170.7013
12,2.334909,142.42014
13,2.5635324,184.70212
14,2.443109,158.08212
15,1.5073099,104.70867
16,3.1966798,228.32254
17,2.5169137,145.63788
18,2.983439,205.57285
19,4.1290326,252.8224
20,2.5327153,142.26367
21,2.51411,192.75624
22,2.749469,191.74385
23,3.0876682,229.3839
24,2.1893182,153.95715
25,2.4159555,125.38224
26,2.7583785,203.39531
27,1.9939612,123.38265
28,2.982443,185.781
29,2.5124133,135.57193
30,3.1422043,174.12387
31,1.8375025,94.26628
32,2.1534982,96.81273
33,2.4418375,137.17159
34,2.3792205,152.82706
35,2.6678367,151.80005
36,2.931026,214.1693
37,3.044911,185.156
38,2.2059207,105.46697
39,2.5293138,124.979225
40,1.8550259,126.8369
41,1.8677278,92.37075
42,2.5659876,148.04297
43,2.0281348,106.98433
44,1.9329855,92.92291
45,4.0111275,238.73865
46,1.6924326,90.177345
47,2.5778706,177.9707
48,2.3451684,117.97404
49,3.1558464,220.7375
50,3.1041229,198.82916
51,2.8019412,188.08453
52,2.338389,147.44981
53,2.6858702,174.46617
54,1.8239048,105.07477
55,3.382925,214.49498
56,2.2354026,172.1537
57,1.8859853,114.9869
58,2.5368357,132.24461
59,3.3229015,228.15091
60,1.9092953,97.79053
61,2.7755353,203.2288
62,2.036646,113.71296
63,1.8075787,92.72011
64,2.8018427,201.59608
65,2.4067261,149.68011
66,2.4855227,156.78236
67,2.3059092,163.37198
68,2.011038,98.98163
69,4.036019,250.2161
70,2.1149077,84.63275
71,2.261612,155.26117
72,3.9611301,247.97534
73,1.8251936,127.98178
74,3.4421175,225.97644
75,2.6161876,159.7894
76,2.3600366,145.87375
77,2.955308,147.25702
78,2.8161242,205.39433
79,3.6170862,211.41801
80,3.2805784,220.3357
81,2.633779,176.55215
82,4.4582567,251.8045
83,2.0249863,121.38048
84,2.1992087,123.14732
85,2.1572196,128.28375
86,4.0581174,248.1694
87,3.0052547,216.28316
88,2.5046868,111.15315
89,2.8205607,195.01398
90,2.1022904,137.54416
91,2.9113002,184.82965
92,2.2467976,172.17923
93,2.0983446,150.46176
94,2.1617017,156.11092
95,1.750831,82.99037
96,2.188003,140.68027
97,3.3341877,227.21704
98,2.6847627,121.398125
99,2.756729,158.24013
100,1.6516825,80.0855
101,2.6080534,167.40417
102,2.6672132,185.78389
103,2.1111362,106.756065
104,1.6949942,138.93925
105,2.27977,131.81561
106,2.785339,140.54192
107,3.4606407,242.52017
108,2.732417,210.28494
109,2.0877674,150.76123
110,1.8505387,107.96748
111,1.1430315,74.044914
112,2.4944112,173.01978
113,2.5168493,174.32019
114,2.7850375,216.0154
115,3.5308003,234.97597
116,2.60386,180.3883
117,2.2875645,108.76412
118,2.4853263,117.49823
119,3.162928,204.08102
120,2.4565442,176.15176
121,1.5110546,101.6048
122,2.5252678,147.29904
123,2.8342292,202.28038
124,2.373033,110.66266
125,2.1455207,142.83943
126,1.6948688,81.96855
127,1.9571388,142.15657
128,2.625949,156.6803
129,2.1406994,127.57145
130,3.033657,169.57945
131,1.9275478,127.96629
132,2.7923076,205.862
133,1.7745845,100.889175
134,2.1702893,176.5247
135,2.2249694,150.31964
136,1.9031012,147.40927
137,3.1974428,202.32016
138,2.2148528,136.37158
139,3.2211847,206.4771
140,3.5429502,241.56429
141,3.0746925,187.22043
142,1.9913101,101.55214
143,1.7313931,84.844955
144,2.480137,154.08043
145,1.8788768,102.3516
146,2.1205516,104.015686
147,2.2610002,117.139465
148,2.8473701,141.94537
149,1.9490709,105.274895
150,1.5404531,102.18898
151,2.3418024,166.23976
152,3.9166484,247.1933
153,2.3046267,140.96631
154,2.8007326,207.59148
155,2.7502913,214.22734
156,3.3276873,227.94261
157,2.7975013,164.21579
158,2.2341974,129.1545
159,2.0247874,129.17996
160,2.704334,163.57097
161,2.9895918,197.64336
162,3.584845,232.14218
163,2.6538959,203.88254
164,3.057667,216.0717
165,2.4928508,136.72218
166,2.7536104,216.03748
167,2.7457664,207.01244
168,3.176518,209.85004
169,2.552871,183.1503
170,1.9706445,113.86754
171,4.3150816,251.44736
172,2.7989736,196.86632
173,2.344373,140.18098
174,1.6002278,91.51363
175,2.6716304,181.5286
176,2.9717083,203.49246
177,1.8646597,80.95752
178,2.2088497,191.14972
179,1.5311459,99.52017
180,2.7441354,193.17233
181,2.0621593,106.98288
182,1.8592106,139.02548
183,1.874889,114.688095
184,3.073433,189.26527
185,2.0986743,116.18588
186,1.3670008,81.64758
187,2.4991364,170.5655
188,2.8367167,167.52043
189,3.3080966,228.94902
190,2.7959235,211.09953
191,1.586247,88.0887
192,3.109601,178.94531
193,2.3357701,117.050095
194,3.0312262,215.47046
195,1.542428,73.06929
196,2.0931954,109.27696
197,2.8771951,206.49825
198,2.6090484,185.30223
199,1.2277601,73.20018
200,1.882012,112.23622
201,1.9390662,100.87695
202,2.7303832,179.20616
203,2.271574,153.59393
204,2.082479,118.97246
205,2.039167,132.52618
206,1.9660202,143.63062
207,1.7781309,100.9331
208,3.310762,227.83601
209,2.1944716,133.33292
210,3.3000903,237.72809
211,2.272881,118.70389
212,2.431461,152.66475
213,2.4221294,145.2945
214,3.0864367,189.48917
215,2.5381887,149.43521
216,2.6875405,202.75624
217,3.804702,240.54095
218,0.9879285,78.0274
219,4.036573,244.45842
220,2.5482934,163.84723
221,1.4072304,95.32069
222,1.8429365,93.4316
223,3.4373808,236.61095
224,1.5418686,97.85252
225,1.898532,109.06084
226,1.6114562,94.55377
227,1.0732435,77.72592
228,3.0937433,229.82101
229,1.8317399,112.6136
230,2.1345186,122.84574
231,2.2985852,143.08722
232,3.043716,179.25455
233,2.5523605,144.908
234,2.307601,142.58981
235,2.9378037,173.30879
236,2.9595466,193.25566
237,2.5107071,209.65753
238,2.091445,117.55333
239,1.8293669,101.837845
240,2.3668854,130.47
241,2.124082,150.9358
242,2.9402478,212.407
243,3.3492332,190.16266
244,2.1861532,110.47797
245,2.390775,146.60623
246,2.4293563,195.70374
247,2.8162553,192.72142
248,2.7480614,169.83711
249,3.1612349,181.93423
250,2.2852745,129.31049
251,2.8761067,230.45656
252,3.1540647,189.7006
253,3.3631783,202.4664
254,2.4955373,145.6506
255,1.9952801,93.482346
256,2.2316473,156.53047
257,1.7927921,98.42768
258,2.336987,137.75833
259,3.005095,196.80373
260,2.1880803,117.329025
261,1.8696381,119.60498
262,2.0671844,105.88457
263,2.6602955,171.85281
264,1.8201354,84.061455
265,2.7657905,190.32883
266,1.444529,75.019806
267,1.668544,109.61029
268,2.5680907,160.7045
269,2.7854629,154.64117
270,1.9447173,100.27818
271,3.1054072,155.63559
272,3.1791224,221.24568
273,3.6753583,228.48419
274,3.2310627,199.14125
275,3.0439773,221.4174
276,1.8002527,95.76259
277,3.4442012,226.5712
278,2.6438572,196.07379
279,2.462835,146.90988
280,2.7387373,179.67096
281,1.7004073,120.395386
282,2.5867517,162.44766
283,2.329691,150.04092
284,2.3336022,194.68472
285,2.1091409,183.0495
286,2.7397501,156.0541
287,1.5803905,94.237495
288,2.5775757,151.33725
289,3.385725,209.97821
290,2.7087948,164.6658
291,1.8890492,98.42032
292,2.3595564,123.16766
293,2.6662924,185.31183
294,2.9232783,215.97858
295,2.7903368,177.73805
296,3.630853,237.55281
297,2.1205695,110.85726
298,2.1122708,103.75755
299,3.2253718,207.75247
300,1.9395783,103.20543
301,2.2327387,142.65668
302,4.179834,250.8882
303,1.9463131,116.6435
304,2.2126708,126.79381
305,3.968948,247.9063
306,1.5628936,100.914856
307,3.6191103,227.71892
308,1.5145088,88.22188
309,3.240953,225.15361
310,2.9304557,197.68651
311,2.1048093,126.49341
312,1.9706141,106.12526
313,3.207952,218.46877
314,2.4500012,138.22583
315,2.3076,140.14838
316,2.3982613,185.07854
317,1.6298754,88.837204
318,2.3137822,144.52615
319,4.3258843,246.05586
