index,thickness,intensity
0,1.8028128,116.531944
1,2.526146,197.42421
2,1.2481406,72.271545
3,2.3439505,120.8112
4,2.064629,118.820915
5,1.8214566,87.18837
6,1.8150064,122.22453
7,2.984182,227.42375
8,3.468837,245.18343
9,1.3504254,86.526215
10,2.5893085,125.48013
11,2.3156166,155.51266
12,2.4818468,144.60481
13,3.1438835,207.43033
14,1.6932429,89.32862
15,3.2917616,238.44763
16,2.4360597,140.01248
17,2.8585737,153.68808
18,2.9356294,213.32669
19,2.5978563,191.29071
20,2.924577,209.47289
21,2.508734,175.00043
22,2.420446,169.73834
23,3.0574613,197.37834
24,2.742498,211.17668
25,2.3069127,165.97086
26,2.0888078,107.864975
27,1.8164732,97.1317
28,2.5237458,179.59538
29,1.520807,83.37077
30,2.8771033,185.87546
31,3.3063726,194.71838
32,2.4133182,125.95975
33,4.2702093,252.3622
34,1.5576469,93.830215
35,1.192011,79.58807
36,3.6903715,232.24805
37,2.124143,118.72439
38,2.7197173,200.37718
39,1.9949645,116.28432
40,2.5640702,153.56686
41,2.4337893,129.58945
42,2.4919808,165.67554
43,3.152617,196.14467
44,1.8337451,81.20208
45,1.4777427,88.96939
46,2.7651987,192.90077
47,1.9067341,82.40522
48,2.2164276,160.17445
49,2.278586,117.553215
50,2.1959853,179.97574
51,3.3506541,218.15839
52,3.7424507,242.32297
53,3.5479665,240.74461
54,3.4869156,219.87402
55,2.3038316,143.65352
56,1.7765925,103.87796
57,1.7791517,110.64607
58,3.4050655,222.05971
59,4.209897,247.2269
60,3.2595763,198.25403
61,2.5475678,189.14716
62,2.3236165,146.72723
63,2.7832062,181.08676
64,3.1130927,226.13068
65,2.4067595,163.3978
66,2.1875303,125.88653
67,3.7340465,239.79956
68,2.9842932,187.77417
69,2.2780821,170.29993
70,2.0277994,107.05506
71,2.4872339,151.21002
72,2.102683,107.88643
73,1.8728269,92.82083
74,2.2439337,144.80832
75,2.5144298,175.6745
76,2.2679799,143.78458
77,3.567428,238.79001
78,3.1716223,233.25531
79,2.0019085,122.19031
80,3.341106,236.64377
81,2.413835,127.87829
82,3.8126903,246.79437
83,3.262149,230.44704
84,3.2711043,190.62875
85,2.6491313,161.50296
86,2.0366745,95.47089
87,2.9769964,144.83485
88,2.945585,181.58487
89,2.1590705,115.9502
90,3.2052755,198.65942
91,2.2880034,143.8761
92,3.802562,241.49368
93,3.5059009,225.31001
94,2.3588471,144.53012
95,1.3943831,92.92045
96,2.09271,135.01501
97,3.0223646,192.85355
98,1.7448637,79.82517
99,2.159351,114.319305
100,2.882598,193.63008
101,2.4471786,149.80574
102,3.2446065,246.06183
103,2.3218894,183.93457
104,2.4486187,160.53152
105,1.735032,84.93274
106,3.4445426,228.43219
107,2.0003192,161.4184
108,1.8336658,137.42621
109,2.1287127,122.49702
110,1.9508808,97.42268
111,2.0560124,123.902725
112,1.8665212,95.76125
113,2.0333962,111.77153
114,3.0447416,228.60783
115,1.8057824,116.10942
116,2.448349,194.38335
117,2.7730055,189.28702
118,2.951256,220.60518
119,2.1490576,115.72266
120,2.2507758,137.18622
121,2.7509232,183.81793
122,1.6094911,84.50901
123,3.9148421,242.0721
124,2.1778913,90.563644
125,4.971181,254.06479
126,2.0826297,132.06467
127,2.3868299,143.1807
128,3.828698,243.2255
129,2.6687906,174.84523
130,2.5278974,118.33893
131,2.324415,132.2236
132,2.4236894,124.9373
133,2.4794176,105.93554
134,2.2856324,146.94522
135,2.2169783,190.04955
136,3.179557,157.63794
137,2.6085045,200.13823
138,1.9527549,91.01621
139,3.5656304,240.0929
140,3.071834,223.85843
141,2.1374593,115.67265
142,2.4801328,141.32536
143,3.1791666,227.95395
144,2.9971833,210.48938
145,2.5858088,158.66586
146,3.8357518,232.92322
147,1.7834876,111.54106
148,1.6724728,99.63391
149,2.0873733,131.11432
150,2.3068118,91.73812
151,2.5354934,161.90192
152,1.8920921,105.22206
153,1.6983907,94.165596
154,2.7010407,170.68048
155,4.4283195,251.28552
156,4.042062,248.92657
157,2.7453697,177.66922
158,3.038244,227.6661
159,2.1889405,116.95883
160,1.6114265,88.14656
161,2.0217144,105.0732
162,2.6775603,137.40836
163,1.6536944,76.83449
164,2.6767335,153.90256
165,3.3406737,209.21213
166,1.9259934,122.82251
167,3.3295627,241.6353
168,1.6930804,92.49952
169,3.0769315,210.3162
170,2.3281088,202.91374
171,1.4809405,82.612915
172,1.8666874,107.86192
173,3.6070454,241.46889
174,1.5316831,83.409515
175,2.6045117,176.71469
176,3.0938277,200.9572
177,2.7128825,182.30638
178,1.8850319,88.62395
179,2.0140548,98.18628
180,3.5247796,230.41566
181,2.2347093,164.3867
182,2.5219035,101.76318
183,2.9744623,195.24837
184,1.8476336,135.588
185,3.7446167,228.79115
186,2.2759976,155.07326
187,1.8879664,117.68892
188,2.6742837,202.13307
189,1.424123,121.333176
190,1.9152879,98.47978
191,2.8570879,208.06912
192,2.5283408,189.04337
193,2.6053824,118.43585
194,3.129263,219.62694
195,2.076896,109.468506
196,3.0476882,204.71411
197,2.5248587,114.97043
198,2.1063328,146.43683
199,2.5276527,142.50879
200,2.753492,183.38608
201,3.6723142,236.18155
202,1.6626911,102.47121
203,1.9804122,120.01812
204,2.2963722,127.59249
205,1.8809532,113.21278
206,2.1282945,133.31268
207,2.67201,191.67554
208,2.6152337,176.41803
209,2.7213333,157.23663
210,3.882492,221.98459
211,2.1861928,107.31998
212,1.8192799,132.324
213,2.0269036,131.43353
214,1.8822925,160.71236
215,2.718219,214.66069
216,3.119904,212.39206
217,3.0089028,178.71933
218,1.7584419,90.12352
219,3.5141275,241.3064
220,1.8765593,88.09889
221,2.5568824,201.51726
222,2.2886207,109.31445
223,2.3636951,134.47702
224,1.780196,112.607376
225,2.0137794,85.78109
226,2.8305135,199.44704
227,1.769191,80.71991
228,2.0100157,126.22742
229,3.231523,214.39507
230,2.223057,115.11343
231,3.2263749,177.07388
232,2.1673312,144.75714
233,3.8054378,240.91154
234,2.2405772,102.81564
235,1.9357524,97.57272
236,2.8972573,204.4563
237,2.7865665,136.92653
238,2.5442998,167.37924
239,2.3462207,96.407974
240,1.8708076,94.50729
241,2.1062024,152.53586
242,3.3055053,232.45773
243,2.0875802,117.167496
